Predict,Round,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0.000384459,0,0,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
3.11E-07,0,0,2,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
2.77E-08,0,0,5,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
2.33E-05,0,0,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
0.001705299,0,0,0,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
0.99999404,1,1,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
6.32E-05,0,0,5,3,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0
1.43E-06,0,0,2,0,8,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
6.24E-07,0,0,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3
3.05E-07,0,0,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
7.08E-05,0,0,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
2.13E-06,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
7.92E-08,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2.24E-07,0,0,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
9.39E-08,0,0,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
0.999948263,1,1,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1
4.15E-07,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0
7.81E-08,0,0,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
2.19E-10,0,0,5,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
2.58E-06,0,0,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
8.44E-07,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
6.48E-07,0,0,2,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0
5.90E-09,0,0,5,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1.14E-07,0,0,2,0,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,5,0
7.76E-08,0,0,5,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
2.87E-05,0,0,0,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1
6.17E-07,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0
4.76E-06,0,0,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
2.28E-06,0,0,2,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
3.88E-08,0,0,2,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
0.000317465,0,0,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
8.87E-07,0,0,2,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
4.06E-07,0,0,5,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
0.999999642,1,1,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
1.87E-09,0,0,5,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
6.72E-05,0,0,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
3.18E-08,0,0,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
3.09E-08,0,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
1.31E-06,0,0,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1
3.19E-05,0,0,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
2.09E-08,0,0,5,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1.22E-07,0,0,5,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
0.003209545,0,0,2,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
1.59E-09,0,0,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
0.000636572,0,0,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
2.47E-06,0,0,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3
8.80E-05,0,0,2,2,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0
3.50E-05,0,0,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
0.999999523,1,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
1.74E-06,0,0,5,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0
1.12E-05,0,0,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
2.81E-07,0,0,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
0.999977589,1,1,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1
8.26E-06,0,0,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
4.49E-09,0,0,5,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
3.69E-06,0,0,5,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
4.27E-08,0,0,2,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
7.23E-07,0,0,5,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
0.000148209,0,0,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
2.32E-11,0,0,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3
2.69E-09,0,0,5,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
2.10E-16,0,0,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
3.54E-09,0,0,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1.87E-07,0,0,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
4.55E-05,0,0,2,0,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
8.01E-08,0,0,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1
2.20E-07,0,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
0.999938965,1,1,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
2.42E-07,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2.34E-06,0,0,2,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
7.15E-11,0,0,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
3.37E-11,0,0,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
2.26E-11,0,0,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
0.999999762,1,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
0.999996662,1,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1
0.000443955,0,0,5,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
0.000165256,0,0,2,2,9,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0
1.01E-05,0,0,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
8.22E-08,0,0,5,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
8.23E-08,0,0,5,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
0.999984384,1,1,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
4.21E-09,0,0,5,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
4.36E-09,0,0,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
6.97E-10,0,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1.93E-05,0,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
5.83E-11,0,0,5,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
0.000105743,0,0,2,0,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
0.000216342,0,0,5,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5
0.999980927,1,1,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5
3.70E-14,0,0,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,4
8.37E-14,0,0,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4
6.38E-08,0,0,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
2.66E-07,0,0,5,3,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0
4.68E-07,0,0,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
6.45E-10,0,0,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
4.80E-08,0,0,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
0.999996781,1,1,2,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5
2.03E-06,0,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
5.11E-07,0,0,5,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
2.58E-07,0,0,5,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,4,0
1.01E-07,0,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0
9.75E-09,0,0,5,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
1.91E-09,0,0,5,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4
5.38E-07,0,0,5,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
0.000350921,0,0,0,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1
2.05E-06,0,0,5,0,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
3.33E-08,0,0,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
5.37E-05,0,0,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
1.05E-06,0,0,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1.97E-06,0,0,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
0.000109518,0,0,5,2,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
1.38E-06,0,0,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
5.78E-08,0,0,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
0.999999762,1,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5
3.34E-06,0,0,2,0,9,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
3.58E-10,0,0,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1
1.87E-05,0,0,2,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1.60E-07,0,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
7.10E-08,0,0,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1
2.56E-08,0,0,5,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
0.999995589,1,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
7.92E-11,0,0,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
7.42E-07,0,0,5,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0
1.53E-09,0,0,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4
0.000238224,0,0,2,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
0.000207022,0,0,2,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,5,5
0.999994755,1,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1
3.04E-05,0,0,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
4.77E-08,0,0,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4
1.04E-06,0,0,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
0.999991894,1,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
2.11E-05,0,0,0,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
5.48E-08,0,0,2,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1
0.000778236,0,0,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
1.04E-08,0,0,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
1.84E-06,0,0,0,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
0.000111345,0,0,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
0.999973178,1,1,2,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
0.000171137,0,0,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1
0.000139154,0,0,4,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5
2.97E-11,0,0,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1
2.11E-07,0,0,2,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1.88E-06,0,0,2,0,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
2.36E-07,0,0,5,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
0.999992609,1,1,2,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
2.12E-07,0,0,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1.20E-05,0,0,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
4.64E-06,0,0,5,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
0.999996185,1,1,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
3.15E-07,0,0,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
4.02E-07,0,0,2,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
4.29E-06,0,0,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
0.999994993,1,1,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
1.10E-07,0,0,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
0.000536709,0,0,2,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
0.999999881,1,1,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
3.56E-07,0,0,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1.65E-06,0,0,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
2.68E-07,0,0,5,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
7.14E-05,0,0,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
0.99998951,1,1,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1
6.27E-13,0,0,5,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1
6.90E-05,0,0,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
7.20E-07,0,0,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,1
4.76E-08,0,0,2,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1.74E-07,0,0,2,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
4.81E-07,0,0,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
7.41E-07,0,0,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1.47E-07,0,0,5,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1.99E-08,0,0,5,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1
1.50E-07,0,0,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
1.05E-08,0,0,5,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1
1.36E-07,0,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0
1.26E-05,0,0,2,2,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
6.25E-10,0,0,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
3.68E-06,0,0,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1.83E-11,0,0,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
5.89E-09,0,0,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
3.51E-08,0,0,5,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
0.999505281,1,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
8.02E-06,0,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
0.999979854,1,1,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
2.86E-08,0,0,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
2.94E-11,0,0,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
1.36E-07,0,0,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1.25E-07,0,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
4.95E-05,0,0,0,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
1.18E-06,0,0,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
2.56E-06,0,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1.01E-06,0,0,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
8.12E-08,0,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
1.56E-09,0,0,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
7.38E-08,0,0,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
2.32E-07,0,0,5,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
5.57E-08,0,0,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
2.80E-06,0,0,2,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
8.22E-07,0,0,5,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
7.66E-07,0,0,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
0.000396217,0,0,2,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
0.001175085,0,0,2,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
2.20E-12,0,0,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,4
0.999998331,1,1,5,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
0.000307385,0,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
0.999998331,1,1,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
2.43E-11,0,0,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
3.84E-08,0,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
4.51E-07,0,0,2,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
4.59E-10,0,0,2,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
2.57E-07,0,0,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
4.37E-12,0,0,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
5.69E-07,0,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
5.64E-07,0,0,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
7.69E-16,0,0,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4
1.68E-08,0,0,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
4.91E-11,0,0,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
0.999721348,1,1,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1
1.74E-07,0,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0
4.92E-08,0,0,2,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1.05E-11,0,0,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
7.75E-07,0,0,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
3.28E-08,0,0,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0
4.62E-06,0,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
0.001546548,0,0,5,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5
0.000982792,0,0,5,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5
4.12E-05,0,0,5,0,3,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,5,5
6.69E-05,0,0,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
0.003534138,0,0,2,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5
4.01E-09,0,0,5,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
2.91E-13,0,0,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4
5.20E-07,0,0,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4
4.76E-08,0,0,5,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1
0.001124056,0,0,2,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
2.72E-11,0,0,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1
3.49E-10,0,0,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
0.000128649,0,0,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
6.07E-06,0,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
0.999726593,1,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
5.48E-06,0,0,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
3.34E-08,0,0,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
5.46E-09,0,0,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
2.48E-05,0,0,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
3.14E-06,0,0,5,0,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0
1.73E-08,0,0,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
1.73E-10,0,0,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
0.999982834,1,1,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1
1.41E-06,0,0,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
2.07E-12,0,0,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
1.08E-05,0,0,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
5.85E-05,0,0,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
1.64E-05,0,0,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
6.49E-12,0,0,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
1.09E-09,0,0,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
